Property Title,Location,Bedrooms,Price,Size,Listing Type
55 m2 1 Bedroom Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",1.0,12 OMR,55.0,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Al Rumais,"Al Batinah, Al Rumais",2.0,75 OMR,200.0,For Rent
Villa for Rent South Al-Hail فيلا للايجار الحيل الحنوبية,"Muscat, Al-Hail",,550 OMR,,For Rent
300 m2 5 Bedrooms Villa for Rent in Muscat Seeb,"Muscat, Seeb",5.0,400 OMR,300.0,For Rent
145 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2.0,240 OMR,145.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,13 OMR,,For Rent
Unfurnished Monthly in Al Batinah Al Rumais,"Al Batinah, Al Rumais",,75 OMR,,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Bosher,"Muscat, Bosher",2.0,25 OMR,100.0,For Rent
600 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,50 OMR,600.0,For Rent
20 m2 Studio Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",,13 OMR,20.0,For Rent
Semi Furnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",,35 OMR,,For Rent
85 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,20 OMR,85.0,For Rent
35 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,35 OMR,35.0,For Rent
Unfurnished Monthly in Al Sharqiya Sur,"Al Sharqiya, Sur",,100 OMR,,For Rent
600 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,45 OMR,600.0,For Rent
Furnished Room for Rent - غرفة مفروشة,"Muscat, Seeb",,150 OMR,,For Rent
2 Bedrooms Chalet for Rent in Muscat Amerat,"Muscat, Amerat",2.0,50 OMR,120.0,For Rent
75 m2 Studio Apartments for Rent in Muscat Bosher,"Muscat, Bosher",,1 OMR,75.0,For Rent
600 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",3.0,65 OMR,600.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,50 OMR,120.0,For Rent
Furnished Daily in Muscat Al Khoud,"Muscat, Al Khoud",,5 OMR,,For Rent
Exquisite Luxury Apartment for Rent in RUWI opposite star cinema,"Muscat, Ruwi",2.0,140 OMR,200.0,For Rent
Brand-New Comfort – Fully Furnished Apartment in Al Khuwair with New Unused  Appliances,"Muscat, Al Khuwair",1.0,215 OMR,300.0,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Suwaiq,"Al Batinah, Suwaiq",2.0,13 OMR,101.0,For Rent
3 Bedrooms Chalet for Rent in Al Sharqiya Bidiya,"Al Sharqiya, Bidiya",3.0,55 OMR,200.0,For Rent
500 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",,100 OMR,500.0,For Rent
Beautiful 4-Bedroom Family House in MQ,"Muscat, Madinat As Sultan Qaboos",4.0,"1,200 OMR",318.0,For Rent
500 m2 3 Bedrooms Townhouse for Rent in Dhofar Taqah,"Dhofar, Taqah",3.0,60 OMR,500.0,For Rent
260 m2 3 Bedrooms Apartments for Rent in Muscat Al-Hail,"Muscat, Al-Hail",3.0,300 OMR,260.0,For Rent
200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,200.0,For Rent
2 Bedrooms Chalet for Rent in Al Sharqiya Al Mudaibi,"Al Sharqiya, Al Mudaibi",2.0,25 OMR,150.0,For Rent
135 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,15 OMR,135.0,For Rent
80 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,100 OMR,80.0,For Rent
Residential Land for Rent in Muscat Quriyat,"Muscat, Quriyat",,"4,000 OMR",,For Rent
Furnished Monthly in Muscat Quriyat,"Muscat, Quriyat",,80 OMR,,For Rent
Single room with attached bathroom  Free WiFi Airport pickup & Tour guide at affordable price,"Dhofar, Other",1.0,15 OMR,20.0,For Rent
400 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",4.0,1 OMR,400.0,For Rent
352 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",3.0,"1,010 OMR",352.0,For Rent
محلات للايجار خط اول شارع النزه,"Muscat, Seeb",,650 OMR,70.0,For Rent
70 m2 1 Bedroom Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",1.0,10 OMR,70.0,For Rent
85 m2 3 Bedrooms Apartments for Rent in Muscat Al-Hail,"Muscat, Al-Hail",3.0,230 OMR,85.0,For Rent
استراحه في اتين,"Dhofar, Salala",,85 OMR,500.0,For Rent
مقهى شبه جاهز للإيجار بالسويق وتجهيزات حديثة حسب اشتراطات البلدية A semi-finished café for rent in S,"Al Batinah, Suwaiq",,100 OMR,29.0,For Rent
70 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,30 OMR,70.0,For Rent
3 Bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",3.0,100 OMR,300.0,For Rent
Semi Furnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",,100 OMR,,For Rent
400 m2 2 Bedrooms Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",2.0,140 OMR,400.0,For Rent
250 m2 3 Bedrooms Townhouse for Rent in Al Batinah Liwa,"Al Batinah, Liwa",3.0,100 OMR,250.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,35 OMR,100.0,For Rent
240 m2 4 Bedrooms Townhouse for Rent in Al Dakhiliya Bidbid,"Al Dakhiliya, Bidbid",4.0,210 OMR,240.0,For Rent
Room with kitchen,"Muscat, Al-Hail",1.0,120 OMR,120.0,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",3.0,60 OMR,300.0,For Rent
بناية مكونه من فيلا واربع شقق في العامرات المرحله الثانيه,"Muscat, Amerat",,"1,500 OMR",900.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2.0,15 OMR,100.0,For Rent
"مركز تجاري للايجار 3 طوابق 950 متر   Commercial center for rent, 3 floors, 950 square meters","Muscat, Ruwi",,"1,200 OMR",950.0,For Rent
83 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,35 OMR,83.0,For Rent
60 m2 Studio Apartments for Rent in Muscat Al-Sifah,"Muscat, Al-Sifah",,20 OMR,60.0,For Rent
Unfurnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",,80 OMR,,For Rent
500 m2 More than 6 bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",,70 OMR,500.0,For Rent
105 m2 2 Bedrooms Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",2.0,430 OMR,105.0,For Rent
Alkhoud Souq 1 Room with Kitchen Including Water and Electricity,"Muscat, Al Khoud",,125 OMR,,For Rent
Furnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",,45 OMR,,For Rent
"Rooms for rent in Jahloot, near Massara hospital. غرف للإيجار في جحلوت بالقرب من مستشفى المسرة","Muscat, Amerat",,50 OMR,,For Rent
Unfurnished Monthly in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",,60 OMR,,For Rent
Unfurnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",,80 OMR,,For Rent
500 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",3.0,65 OMR,500.0,For Rent
200 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",3.0,25 OMR,200.0,For Rent
Mixed Use Land for Rent in Al Dakhiliya Bidbid,"Al Dakhiliya, Bidbid",,"1,000 OMR",,For Rent
Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",,50 OMR,,For Rent
300 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,45 OMR,300.0,For Rent
3 Bedrooms Chalet for Rent in Muscat Al Khoud,"Muscat, Al Khoud",3.0,35 OMR,708.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,15 OMR,,For Rent
187 m2 2 Bedrooms Villa for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",2.0,250 OMR,187.0,For Rent
121 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,40 OMR,121.0,For Rent
محل للإيجار في الأنصب (أبراج المهلب) على الشارع السريع shop for rent in AlAnsab,"Muscat, Ansab",,200 OMR,33.0,For Rent
600 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",4.0,,600.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,50 OMR,,For Rent
120 m2 4 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",4.0,150 OMR,120.0,For Rent
205 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Other,"Al Sharqiya, Other",2.0,30 OMR,205.0,For Rent
1 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,20 OMR,1.0,For Rent
Luxtury One Bedroom in Almouj,"Muscat, Al Mouj",1.0,500 OMR,107.0,For Rent
Warehouse / Store for rent مخزن / مستودع للايجاد,"Muscat, Other",,"2,000 OMR",1000.0,For Rent
3 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",3.0,50 OMR,210.0,For Rent
Furnished Daily in Muscat Al Mawaleh,"Muscat, Al Mawaleh",,7 OMR,,For Rent
200 m2 Studio Townhouse for Rent in Al Batinah Sohar,"Al Batinah, Sohar",,250 OMR,200.0,For Rent
1 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,30 OMR,1.0,For Rent
Unfurnished Monthly in Muscat Ghubrah,"Muscat, Ghubrah",,125 OMR,,For Rent
Unfurnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",,130 OMR,,For Rent
200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,90 OMR,200.0,For Rent
Unfurnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",,105 OMR,,For Rent
Unfurnished Monthly in Muscat Bosher,"Muscat, Bosher",,135 OMR,,For Rent
"Very good apartment for rent, Al Khuwair  Masjid taimoor near college","Muscat, Bosher",3.0,300 OMR,180.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,25 OMR,,For Rent
1bhk for rent,"Dhofar, Salala",1.0,25 OMR,400.0,For Rent
مخازن قيد الانشاء عدد 2 مخزن ومساحة كل مخزن 1000م بولاية بركاء .. بالسقسوق الصناعية,"Al Batinah, Barka",,"1,500 OMR",2000.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,15 OMR,,For Rent
Residential Land for Rent in Dhofar Salala,"Dhofar, Salala",,140 OMR,,For Rent
120 m2 3 Bedrooms Townhouse for Rent in Al Batinah Saham,"Al Batinah, Saham",3.0,120 OMR,120.0,For Rent
450 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",5.0,75 OMR,450.0,For Rent
90 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,1 OMR,90.0,For Rent
500 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,32 OMR,500.0,For Rent
400 m2 2 Bedrooms Apartments for Rent in Muscat Quriyat,"Muscat, Quriyat",2.0,200 OMR,400.0,For Rent
Furnished Monthly in Muscat Amerat,"Muscat, Amerat",,75 OMR,,For Rent
Unfurnished Monthly in Muscat Bosher,"Muscat, Bosher",,100 OMR,,For Rent
80 m2 Studio Apartments for Rent in Muscat Amerat,"Muscat, Amerat",,10 OMR,80.0,For Rent
250 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",3.0,25 OMR,250.0,For Rent
محل الكبير طابقين الإخلاء big showroom for rent,"Muscat, Seeb",,"1,000 OMR",350.0,For Rent
150 m2 Studio Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",,170 OMR,150.0,For Rent
98 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2.0,25 OMR,98.0,For Rent
330 m2 More than 6 bedrooms Villa for Rent in Muscat Al Khoud,"Muscat, Al Khoud",,800 OMR,330.0,For Rent
600 m2 Studio Apartments for Rent in Dhofar Rakhyut,"Dhofar, Rakhyut",,220 OMR,600.0,For Rent
300 m2 3 Bedrooms Townhouse for Rent in Dhofar Taqah,"Dhofar, Taqah",3.0,70 OMR,300.0,For Rent
1200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,1 OMR,1200.0,For Rent
500 m2 More than 6 bedrooms Apartments for Rent in Muscat Quriyat,"Muscat, Quriyat",,15 OMR,500.0,For Rent
villa for rent in alhambar,"Al Batinah, Sohar",4.0,350 OMR,300.0,For Rent
1000 m2 2 Bedrooms Apartments for Rent in Muscat Al Mouj,"Muscat, Al Mouj",2.0,65 OMR,1000.0,For Rent
100 m2 3 Bedrooms Townhouse for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",3.0,220 OMR,100.0,For Rent
30 ft² 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1.0,15 OMR,,For Rent
Luxury private and clean room Rentals Beachfront   غرفة للإيجار فيلا فاخرة – شاطئ,"Muscat, Ghubrah",,13 OMR,,For Rent
2 m2 1 Bedroom Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",1.0,9 OMR,2.0,For Rent
80 m2 3 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",3.0,150 OMR,80.0,For Rent
2 Bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",2.0,150 OMR,1.0,For Rent
Studio Chalet for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",,35 OMR,300.0,For Rent
4 Bedrooms Chalet for Rent in Al Batinah Sohar,"Al Batinah, Sohar",4.0,50 OMR,300.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,19 OMR,100.0,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",2.0,60 OMR,400.0,For Rent
624 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",,"180,000 OMR",624.0,For Rent
Furnished Daily in Muscat Al Maabilah,"Muscat, Al Maabilah",,6 OMR,,For Rent
400 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,40 OMR,400.0,For Rent
Furnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",,110 OMR,,For Rent
20 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,35 OMR,20.0,For Rent
Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",,85 OMR,,For Rent
CBD area Furnished room for executive male bachelor in Exclusive building managed by corporate,"Muscat, Ruwi",,100 OMR,,For Rent
240 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",4.0,90 OMR,240.0,For Rent
110 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",3.0,19 OMR,110.0,For Rent
Industrial Land for Rent in Al Batinah Suwaiq,"Al Batinah, Suwaiq",,250 OMR,,For Rent
295 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,55 OMR,295.0,For Rent
35 m2 Studio Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",,140 OMR,35.0,For Rent
100 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",3.0,220 OMR,100.0,For Rent
Semi Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",,100 OMR,,For Rent
5 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",5.0,1 OMR,800.0,For Rent
90 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",1.0,220 OMR,90.0,For Rent
120 m2 3 Bedrooms Apartments for Rent in Al Batinah Al Masnaah,"Al Batinah, Al Masnaah",3.0,140 OMR,120.0,For Rent
Furnished Daily in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",,8 OMR,,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,50 OMR,,For Rent
250 ft² 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,25 OMR,,For Rent
280 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",,10 OMR,280.0,For Rent
90 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,20 OMR,90.0,For Rent
120 m2 Studio Apartments for Rent in Muscat Darsait,"Muscat, Darsait",,300 OMR,120.0,For Rent
120 m2 1 Bedroom Apartments for Rent in Muscat Seeb,"Muscat, Seeb",1.0,100 OMR,120.0,For Rent
"STUDIO ROOM TOP FLOOR SEPARATE ENTRANCE VISITORS ALLOWED FULL PRIVACY, separate staircase HAPPY STAY","Buraimi, Al Buraimi",,9 OMR,30.0,For Rent
150 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,40 OMR,150.0,For Rent
120 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",4.0,18 OMR,120.0,For Rent
200 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,55 OMR,200.0,For Rent
95 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,60 OMR,95.0,For Rent
61 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,35 OMR,61.0,For Rent
1 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,35 OMR,1.0,For Rent
400 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",5.0,250 OMR,400.0,For Rent
Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",,115 OMR,,For Rent
للايجار مكتب مميز فرصة مثالية لمكتب إداري أو نشاط تجارقرب عُمان مول.- Office for Rent,"Muscat, Al Khoud",,550 OMR,105.0,For Rent
5 Bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",5.0,250 OMR,400.0,For Rent
Unfurnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",,65 OMR,,For Rent
Furnished Daily in Al Batinah Barka,"Al Batinah, Barka",,10 OMR,,For Rent
130 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4.0,60 OMR,130.0,For Rent
105 m2 2 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",2.0,150 OMR,105.0,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",2.0,60 OMR,300.0,For Rent
محل للإيجار حي التضامن Shop for rent,"Muscat, Al Maabilah",,100 OMR,25.0,For Rent
380 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",4.0,,380.0,For Rent
89 m2 2 Bedrooms Apartments for Rent in Dhofar Mirbat,"Dhofar, Mirbat",2.0,40 OMR,89.0,For Rent
Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",,80 OMR,,For Rent
50 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",2.0,10 OMR,50.0,For Rent
100 m2 3 Bedrooms Apartments for Rent in Muscat Qurm,"Muscat, Qurm",3.0,250 OMR,100.0,For Rent
4 Bedrooms Chalet for Rent in Al Sharqiya Ibra,"Al Sharqiya, Ibra",4.0,35 OMR,1500.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,45 OMR,,For Rent
150 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,20 OMR,150.0,For Rent
daily bess  appointment for rent 2 room 1 washroom 1 kitchen,"Dhofar, Salala",2.0,25 OMR,4.0,For Rent
100 m2 1 Bedroom Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",1.0,10 OMR,100.0,For Rent
3 Bedrooms Chalet for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",3.0,60 OMR,250.0,For Rent
1 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,25 OMR,1.0,For Rent
near hypermarket,"Dhofar, Salala",1.0,16 OMR,52.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,20 OMR,100.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,12 OMR,,For Rent
200 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",2.0,1 OMR,200.0,For Rent
300 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",2.0,50 OMR,300.0,For Rent
250 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",3.0,25 OMR,250.0,For Rent
2 Bedrooms Chalet for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",2.0,30 OMR,235.0,For Rent
3 Bedrooms Chalet for Rent in Dhofar Mirbat,"Dhofar, Mirbat",3.0,95 OMR,300.0,For Rent
Furnished 1 Bedroom apartment For Rent In Mawalih South,"Muscat, Al Mawaleh",1.0,350 OMR,100.0,For Rent
250 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",4.0,130 OMR,250.0,For Rent
مقهى للبيع مع العمال,"Al Batinah, Barka",,"3,000 OMR",40.0,For Rent
1 room and bathroom for rent,"Dhofar, Salala",1.0,20 OMR,40.0,For Rent
310 m2 3 Bedrooms Villa for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",3.0,35 OMR,310.0,For Rent
1000 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,80 OMR,1000.0,For Rent
100 m2 2 Bedrooms Apartments for Rent in Al Batinah Shinas,"Al Batinah, Shinas",2.0,150 OMR,100.0,For Rent
400 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",4.0,150 OMR,400.0,For Rent
RestHouse AlBaida استراحة للراحة والاسترخاء,"Al Sharqiya, Bidiya",3.0,70 OMR,2000.0,For Rent
65 m2 1 Bedroom Apartments for Rent in Muscat Al-Hail,"Muscat, Al-Hail",1.0,140 OMR,65.0,For Rent
للايجارمكتب بمساحه كبيرة عند إشارات المعبيله,"Muscat, Seeb",,250 OMR,200.0,For Rent
128 m2 2 Bedrooms Apartments for Rent in Muscat Amerat,"Muscat, Amerat",2.0,110 OMR,128.0,For Rent
Executive Bachelor room furnished room for rent,"Muscat, Darsait",,65 OMR,,For Rent
100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,30 OMR,100.0,For Rent
500 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,35 OMR,500.0,For Rent
70 m2 1 Bedroom Apartments for Rent in Muscat Bosher,"Muscat, Bosher",1.0,200 OMR,70.0,For Rent
250 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",3.0,30 OMR,250.0,For Rent
2 Bedrooms Chalet for Rent in Muscat Quriyat,"Muscat, Quriyat",2.0,25 OMR,250.0,For Rent
159 m2 3 Bedrooms Townhouse for Rent in Al Batinah Al Masnaah,"Al Batinah, Al Masnaah",3.0,190 OMR,159.0,For Rent
Semi Furnished Monthly in Muscat Qurm,"Muscat, Qurm",,140 OMR,,For Rent
Shop for rent at sur next to Bank Muscat للإيجار    lفي ولايه صور سوق صور التجاري بالقرب من بنك مسقط,"Al Sharqiya, Sur",,95 OMR,32.0,For Rent
500 m2 3 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",3.0,60 OMR,500.0,For Rent
88 m2 3 Bedrooms Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",3.0,250 OMR,88.0,For Rent
Furnished Daily in Muscat Al Maabilah,"Muscat, Al Maabilah",,7 OMR,,For Rent
2 Bedrooms Chalet for Rent in Al Batinah Saham,"Al Batinah, Saham",2.0,30 OMR,200.0,For Rent
100 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",1.0,270 OMR,100.0,For Rent
80 m2 1 Bedroom Apartments for Rent in Al Batinah Saham,"Al Batinah, Saham",1.0,5 OMR,80.0,For Rent
مخزن بمساحة 200 متر مع سكن عمال ف حي عاصم جنوب,"Al Batinah, Barka",,460 OMR,200.0,For Rent
120 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",2.0,15 OMR,120.0,For Rent
مهمتنا: نوفر لك مكاتب للايجار يومي وشهري وسنوي +  عمل عقود الايجار المؤقتة المعتمدة,"Muscat, Ghala",,100 OMR,500.0,For Rent
Hawana apartments for rent daily 45 omr,"Dhofar, Taqah",1.0,55 OMR,350.0,For Rent
200 m2 5 Bedrooms Villa for Rent in Al Dhahirah Ibri,"Al Dhahirah, Ibri",5.0,140 OMR,200.0,For Rent
Fully Furnished 1BHK Apartment for Rent in Al Mouj Lagoon Residence,"Muscat, Al Mouj",1.0,550 OMR,90.0,For Rent
1000 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",4.0,60 OMR,1000.0,For Rent
90 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",2.0,35 OMR,90.0,For Rent
500 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",1.0,110 OMR,500.0,For Rent
Furnished Daily in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",,15 OMR,,For Rent
260 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",4.0,65 OMR,260.0,For Rent
Furnished Daily in Dhofar Salala,"Dhofar, Salala",,18 OMR,,For Rent
600 m2 More than 6 bedrooms Villa for Rent in Al Sharqiya Sur,"Al Sharqiya, Sur",,800 OMR,600.0,For Rent
200 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",2.0,23 OMR,200.0,For Rent
Apartment for Rent in Muscat – Ruwi شقة للإيجار في مسقط – روي,"Muscat, Ruwi",2.0,250 OMR,105.0,For Rent
225 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",2.0,25 OMR,225.0,For Rent
5 m2 1 Bedroom Apartments for Rent in Al Dhahirah Ibri,"Al Dhahirah, Ibri",1.0,10 OMR,5.0,For Rent
88 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",2.0,220 OMR,88.0,For Rent
